Mod:Item:MetaData, Localized Name
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:341, ME Extended Processing Pattern Terminal
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:222, ME OreDict Storage Bus
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:470, P2P Tunnel - GTEU
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Compound Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Prescient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
enderio:item_material:56, Guardian Diode
enderio:item_material:57, Signalum Grinding Ball
enderio:item_material:58, Enderium Grinding Ball
enderio:item_material:59, Lumium Grinding Ball
enderio:item_material:60, Redstone Filter Base
enderio:item_material:61, Confusing Powder
enderio:item_material:62, Ender Fragment
enderio:item_material:63, Withering Dust
enderio:item_material:64, Remote Awareness Upgrade
enderio:item_material:65, Wireless Energy Transmitter Dish Assembly
enderio:item_material:66, End Steel Chassis
enderio:item_material:67, Enhanced Dye Blend
enderio:item_material:68, Enhanced Machine Parts
enderio:item_material:69, Simple Machine Parts
enderio:item_material:70, Cake Base
enderio:item_material:71, Infinity Rod
enderio:item_material:72, Nethercotta
enderio:item_material:73, Dark Bimetal Gear
enderio:item_material:74, Soul Powder
enderio:item_material:75, Infinity Reagent
enderio:item_material:76, Clay-Coated Glowstone Dust
enderio:item_material:77, Black Paper
enderio:item_material:78, Animal Token
enderio:item_material:79, Monster Token
enderio:item_material:80, Player Token
enderio:item_material:81, Unfired Death Urn
enderio:item_broken_spawner:0, Broken Spawner
enderio:block_infinity_fog:0, Infinity Dust
enderio:block_infinity:0, Infinity Dust Block
enderio:block_infinity:1, Compressed Infinity Dust Block
enderio:block_infinity:2, Double Compressed Infinity Dust Block
enderio:block_holy_fog, Glowstone Nano-Particles (old)
enderio:block_holier_fog, Glowstone Nano-Particles
enderio:block_dark_steel_anvil:0, Dark Steel Anvil
enderio:block_dark_steel_anvil:1, Slightly Damaged Dark Steel Anvil
enderio:block_dark_steel_anvil:2, Very Damaged Dark Steel Anvil
enderio:block_dark_paper_anvil:0, Dark Paper Anvil
enderio:block_dark_paper_anvil:1, Slightly Damaged Dark Paper Anvil
enderio:block_dark_paper_anvil:2, Very Damaged Dark Paper Anvil
enderio:block_dark_steel_ladder, Dark Steel Ladder
enderio:block_dark_iron_bars, Dark Iron Bars
enderio:block_dark_steel_trapdoor, Dark Steel Trapdoor
enderio:block_dark_steel_door, Dark Steel Door
enderio:block_reinforced_obsidian, Reinforced Obsidian
enderio:block_self_resetting_lever5, Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10, Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30, Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60, Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300, Self-resetting Lever (5 Minutes)
enderio:block_self_resetting_lever5i, Inverted Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10i, Inverted Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30i, Inverted Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60i, Inverted Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300i, Inverted Self-resetting Lever (5 Minutes)
enderio:block_decoration1:0, Machine Chassis (decoration block)
enderio:block_decoration1:1, Blank Machine (decoration block)
